-4.85E+00,3.74E+00
-2.00E+00,7.40E+00
2.38E+00,5.89E+00
6.55E+00,1.56E+00
5.11E+00,-2.17E+00
3.23E+00,-5.95E+00
-3.72E+00,-5.47E+00
-5.83E+00,-4.46E+00
-1.28E+00,-1.08E+00
8.30E-01,2.26E+00
2.19E+00,-1.08E+00
1.11E+00,-3.97E+00
